Code,Description,Source URL
P96.4,"Termination of pregnancy, affecting fetus and newborn Excl.: termination of pregnancy (affecting mother) (O04.-)",https://icd.who.int/browse10/2019/en#/P90-P96
P96.5,"Complications of intrauterine procedures, not elsewhere classified",https://icd.who.int/browse10/2019/en#/P90-P96
P96.8,Other specified conditions originating in the perinatal period,https://icd.who.int/browse10/2019/en#/P90-P96
P96.9,"Condition originating in the perinatal period, unspecified Incl.: Congenital debility NOS",https://icd.who.int/browse10/2019/en#/P90-P96
Q00-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q00,Anencephaly and similar malformations,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q00.0,Anencephaly Incl.: Acephaly Acrania Amyelencephaly Hemianencephaly Hemicephaly,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q00.1,Craniorachischisis,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q00.2,Iniencephaly,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01,"Encephalocele Incl.: encephalomyelocele hydroencephalocele hydromeningocele, cranial meningocele, cerebral meningoencephalocele Excl.: acquired encephalocele (G93.5) Meckel-Gruber syndrome (Q61.9)",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01.0,Frontal encephalocele,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01.1,Nasofrontal encephalocele,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01.2,Occipital encephalocele,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01.8,Encephalocele of other sites,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q01.9,"Encephalocele, unspecified",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q02,Microcephaly Incl.: Hydromicrocephaly Micrencephalon Excl.: Meckel-Gruber syndrome (Q61.9),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q03,"Congenital hydrocephalus Incl.: hydrocephalus in newborn Excl.: Arnold-Chiari syndrome (Q07.0) hydrocephalus: acquired NOS (G91.-) acquired, of newborn (P91.7) due to congenital toxoplasmosis (P37.1) with spina bifida (Q05.0-Q05.4)",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q03.0,"Malformations of aqueduct of Sylvius Incl.: Aqueduct of Sylvius: anomaly obstruction, congenital stenosis",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q03.1,Atresia of foramina of Magendie and Luschka Incl.: Dandy-Walker syndrome,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q03.8,Other congenital hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q03.9,"Congenital hydrocephalus, unspecified",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04,Other congenital malformations of brain Excl.: cyclopia (Q87.0) macrocephaly (Q75.3),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.0,Congenital malformations of corpus callosum Incl.: Agenesis of corpus callosum,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.1,Arhinencephaly,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.2,Holoprosencephaly,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.3,Other reduction deformities of brain Incl.: Absence Agenesis Aplasia Hypoplasia of part of brain Agyria Hydranencephaly Lissencephaly Microgyria Pachygyria Excl.: congenital malformations of corpus callosum (Q04.0),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.4,Septo-optic dysplasia,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.5,Megalencephaly,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.6,Congenital cerebral cysts Incl.: Porencephaly Schizencephaly Excl.: acquired porencephalic cyst (G93.0),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.8,Other specified congenital malformations of brain Incl.: Macrogyria,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q04.9,"Congenital malformation of brain, unspecified Incl.: Congenital: anomaly deformity disease or lesion multiple anomalies NOS of brain",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05,Spina bifida Incl.: hydromeningocele (spinal) meningocele (spinal) meningomyelocele myelocele myelomeningocele rachischisis spina bifida (aperta)(cystica) syringomyelocele Excl.: Arnold-Chiari syndrome (Q07.0) spina bifida occulta (Q76.0),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.0,Cervical spina bifida with hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.1,Thoracic spina bifida with hydrocephalus Incl.: Spina bifida: dorsal thoracolumbar with hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.2,Lumbar spina bifida with hydrocephalus Incl.: Lumbosacral spina bifida with hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.3,Sacral spina bifida with hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.4,Unspecified spina bifida with hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.5,Cervical spina bifida without hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.6,Thoracic spina bifida without hydrocephalus Incl.: Spina bifida: dorsal NOS thoracolumbar NOS,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.7,Lumbar spina bifida without hydrocephalus Incl.: Lumbosacral spina bifida NOS,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.8,Sacral spina bifida without hydrocephalus,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q05.9,"Spina bifida, unspecified",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06,Other congenital malformations of spinal cord,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.0,Amyelia,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.1,Hypoplasia and dysplasia of spinal cord Incl.: Atelomyelia Myelatelia Myelodysplasia of spinal cord,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.2,Diastematomyelia,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.3,Other congenital cauda equina malformations,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.4,Hydromyelia Incl.: Hydrorachis,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.8,Other specified congenital malformations of spinal cord,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q06.9,"Congenital malformation of spinal cord, unspecified Incl.: Congenital: anomaly deformity disease or lesion NOS of spinal cord or meninges",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q07,Other congenital malformations of nervous system Excl.: familial dysautonomia [Riley-Day] (G90.1) neurofibromatosis (nonmalignant) (Q85.0),https://icd.who.int/browse10/2019/en#/Q00-Q07
Q07.0,Arnold-Chiari syndrome,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q07.8,Other specified congenital malformations of nervous system Incl.: Agenesis of nerve Displacement of brachial plexus Jaw-winking syndrome Marcus Gunn syndrome,https://icd.who.int/browse10/2019/en#/Q00-Q07
Q07.9,"Congenital malformation of nervous system, unspecified Incl.: Congenital: anomaly deformity disease or lesion NOS of nervous system",https://icd.who.int/browse10/2019/en#/Q00-Q07
Q10-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit Excl.: cryptophthalmos: NOS (Q11.2) syndrome (Q87.0)",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.0,Congenital ptosis,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.1,Congenital ectropion,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.2,Congenital entropion,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.3,"Other congenital malformations of eyelid Incl.: Ablepharon Absence or agenesis of: cilia eyelid Accessory: eye muscle Blepharophimosis, congenital Coloboma of eyelid Congenital malformation of eyelid NOS",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.4,Absence and agenesis of lacrimal apparatus Incl.: Absence of punctum lacrimale,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.5,Congenital stenosis and stricture of lacrimal duct,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.6,Other congenital malformations of lacrimal apparatus Incl.: Congenital malformation of lacrimal apparatus NOS,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q10.7,Congenital malformation of orbit,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q11,"Anophthalmos, microphthalmos and macrophthalmos",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q11.0,Cystic eyeball,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q11.1,Other anophthalmos Incl.: Agenesis Aplasia of eye,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q11.2,Microphthalmos Incl.: Cryptophthalmos NOS Dysplasia of eye Hypoplasia of eye Rudimentary eye Excl.: cryptophthalmos syndrome (Q87.0),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q11.3,Macrophthalmos Excl.: macrophthalmos in congenital glaucoma (Q15.0),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12,Congenital lens malformations,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.0,Congenital cataract,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.1,Congenital displaced lens,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.2,Coloboma of lens,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.3,Congenital aphakia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.4,Spherophakia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.8,Other congenital lens malformations,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q12.9,"Congenital lens malformation, unspecified",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13,Congenital malformations of anterior segment of eye,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.0,Coloboma of iris Incl.: Coloboma NOS,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.1,Absence of iris Incl.: Aniridia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.2,"Other congenital malformations of iris Incl.: Anisocoria, congenital Atresia of pupil Congenital malformation of iris NOS Corectopia",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.3,Congenital corneal opacity,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.4,Other congenital corneal malformations Incl.: Congenital malformation of cornea NOS Microcornea Peter anomaly,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.5,Blue sclera,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.8,Other congenital malformations of anterior segment of eye Incl.: Axenfeld-Rieger syndrome Rieger anomaly,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q13.9,"Congenital malformation of anterior segment of eye, unspecified",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14,Congenital malformations of posterior segment of eye,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.0,Congenital malformation of vitreous humour Incl.: Congenital vitreous opacity,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.1,Congenital malformation of retina Incl.: Congenital retinal aneurysm,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.2,Congenital malformation of optic disc Incl.: Coloboma of optic disc,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.3,Congenital malformation of choroid,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.8,Other congenital malformations of posterior segment of eye Incl.: Coloboma of the fundus,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q14.9,"Congenital malformation of posterior segment of eye, unspecified",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q15,Other congenital malformations of eye Excl.: congenital nystagmus (H55) ocular albinism (E70.3) retinitis pigmentosa (H35.5),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q15.0,"Congenital glaucoma Incl.: Buphthalmos Glaucoma of newborn Hydrophthalmos Keratoglobus, congenital, with glaucoma Macrocornea with glaucoma Macrophthalmos in congenital glaucoma Megalocornea with glaucoma",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q15.8,Other specified congenital malformations of eye,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q15.9,"Congenital malformation of eye, unspecified Incl.: Congenital: anomaly deformity NOS of eye",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16,Congenital malformations of ear causing impairment of hearing Excl.: congenital deafness (H90.-),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.0,Congenital absence of (ear) auricle,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.1,"Congenital absence, atresia and stricture of auditory canal (external) Incl.: Atresia or stricture of osseous meatus",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.2,Absence of eustachian tube,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.3,Congenital malformation of ear ossicles Incl.: Fusion of ear ossicles,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.4,Other congenital malformations of middle ear Incl.: Congenital malformation of middle ear NOS,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.5,Congenital malformation of inner ear Incl.: Anomaly: membranous labyrinth organ of Corti,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q16.9,"Congenital malformation of ear causing impairment of hearing, unspecified Incl.: Congenital absence of ear NOS",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17,Other congenital malformations of ear Excl.: preauricular sinus (Q18.1),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.0,Accessory auricle Incl.: Accessory tragus Polyotia Preauricular appendage or tag Supernumerary: ear lobule,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.1,Macrotia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.2,Microtia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.3,Other misshapen ear Incl.: Pointed ear,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.4,Misplaced ear Incl.: Low-set ears Excl.: cervical auricle (Q18.2),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.5,Prominent ear Incl.: Bat ear,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.8,Other specified congenital malformations of ear Incl.: Congenital absence of lobe of ear,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q17.9,"Congenital malformation of ear, unspecified Incl.: Congenital anomaly of ear NOS",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18,Other congenital malformations of face and neck Excl.: cleft lip and cleft palate (Q35-Q37) conditions classified to Q67.0-Q67.4 congenital malformations of skull and face bones (Q75.-) cyclopia (Q87.0) dentofacial anomalies [including malocclusion] (K07.-) malformation syndromes affecting facial appearance (Q87.0) persistent thyroglossal duct (Q89.2),https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.0,"Sinus, fistula and cyst of branchial cleft Incl.: Branchial vestige",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.1,"Preauricular sinus and cyst Incl.: Fistula (of): auricle, congenital cervicoaural Pretragal sinus and cyst",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.2,Other branchial cleft malformations Incl.: Branchial cleft malformation NOS Cervical auricle Otocephaly,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.3,Webbing of neck Incl.: Pterygium colli,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.4,Macrostomia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.5,Microstomia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.6,"Macrocheilia Incl.: Hypertrophy of lip, congenital",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.7,Microcheilia,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.8,Other specified congenital malformations of face and neck Incl.: Medial: cyst fistula sinus of face and neck,https://icd.who.int/browse10/2019/en#/Q10-Q18
Q18.9,"Congenital malformation of face and neck, unspecified Incl.: Congenital anomaly NOS of face and neck",https://icd.who.int/browse10/2019/en#/Q10-Q18
Q20-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20,Congenital malformations of cardiac chambers and connections Excl.: dextrocardia with situs inversus (Q89.3) mirror-image atrial arrangement with situs inversus (Q89.3),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.0,Common arterial trunk Incl.: Persistent truncus arteriosus,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.1,Double outlet right ventricle Incl.: Taussig-Bing syndrome,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.2,Double outlet left ventricle,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.3,Discordant ventriculoarterial connection Incl.: Dextrotransposition of aorta Transposition of great vessels (complete),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.4,Double inlet ventricle Incl.: Common ventricle Cor triloculare biatriatum Single ventricle,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.5,Discordant atrioventricular connection Incl.: Corrected transposition Laevotransposition Ventricular inversion,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.6,Isomerism of atrial appendages Incl.: Isomerism of atrial appendages with asplenia or polysplenia,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.8,Other congenital malformations of cardiac chambers and connections,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q20.9,"Congenital malformation of cardiac chambers and connections, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21,Congenital malformations of cardiac septa Excl.: acquired cardiac septal defect (I51.0),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.0,Ventricular septal defect,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.1,Atrial septal defect Incl.: Coronary sinus defect Patent or persistent: foramen ovale ostium secundum defect (type II) Sinus venosus defect,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.2,Atrioventricular septal defect Incl.: Common atrioventricular canal Endocardial cushion defect Ostium primum atrial septal defect (type I),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.3,"Tetralogy of Fallot Additional Text Ventricular septal defect with pulmonary stenosis or atresia, dextroposition of aorta and hypertrophy of right ventricle.",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.4,Aortopulmonary septal defect Incl.: Aortic septal defect Aortopulmonary window,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.8,Other congenital malformations of cardiac septa Incl.: Eisenmenger defect Pentalogy of Fallot Excl.: Eisenmenger complex (I27.8) syndrome (I27.8),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q21.9,"Congenital malformation of cardiac septum, unspecified Incl.: Septal (heart) defect NOS",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22,Congenital malformations of pulmonary and tricuspid valves,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.0,Pulmonary valve atresia,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.1,Congenital pulmonary valve stenosis,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.2,Congenital pulmonary valve insufficiency Incl.: Congenital pulmonary valve regurgitation,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.3,Other congenital malformations of pulmonary valve Incl.: Congenital malformation of pulmonary valve NOS,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.4,Congenital tricuspid stenosis Incl.: Tricuspid atresia,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.5,Ebstein anomaly,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.6,Hypoplastic right heart syndrome,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.8,Other congenital malformations of tricuspid valve,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q22.9,"Congenital malformation of tricuspid valve, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23,Congenital malformations of aortic and mitral valves,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.0,Congenital stenosis of aortic valve Incl.: Congenital aortic: atresia stenosis Excl.: congenital subaortic stenosis (Q24.4) that in hypoplastic left heart syndrome (Q23.4),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.1,Congenital insufficiency of aortic valve Incl.: Bicuspid aortic valve Congenital aortic insufficiency,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.2,Congenital mitral stenosis Incl.: Congenital mitral atresia,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.3,Congenital mitral insufficiency,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.4,"Hypoplastic left heart syndrome Additional Text Atresia, or marked hypoplasia of aortic orifice or valve, with hypoplasia of ascending aorta and defective development of left ventricle (with mitral valve stenosis or atresia).",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.8,Other congenital malformations of aortic and mitral valves,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q23.9,"Congenital malformation of aortic and mitral valves, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24,Other congenital malformations of heart Excl.: endocardial fibroelastosis (I42.4),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.0,Dextrocardia Excl.: dextrocardia with situs inversus (Q89.3) isomerism of atrial appendages (with asplenia or polysplenia) (Q20.6) mirror-image atrial arrangement with situs inversus (Q89.3),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.1,"Laevocardia Definition Location of heart in left hemithorax with apex pointing to the left, but with situs inversus of other viscera and defects of the heart, or corrected transposition of great vessels.",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.2,Cor triatriatum,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.3,Pulmonary infundibular stenosis,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.4,Congenital subaortic stenosis,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.5,Malformation of coronary vessels Incl.: Congenital coronary (artery) aneurysm,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.6,Congenital heart block,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.8,Other specified congenital malformations of heart Incl.: Congenital: diverticulum of left ventricle malformation of: myocardium pericardium Malposition of heart Uhl disease,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q24.9,"Congenital malformation of heart, unspecified Incl.: Congenital: anomaly disease NOS of heart",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25,Congenital malformations of great arteries,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.0,Patent ductus arteriosus Incl.: Patent ductus Botalli Persistent ductus arteriosus,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.1,Coarctation of aorta Incl.: Coarctation of aorta (preductal)(postductal),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.2,Atresia of aorta,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.3,Stenosis of aorta Incl.: Supravalvular aortic stenosis Excl.: congenital stenosis of aortic valve (Q23.0),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.4,Other congenital malformations of aorta Incl.: Absence Aplasia Congenital: aneurysm dilatation of aorta Aneurysm of sinus of Valsalva (ruptured) Double aortic arch [vascular ring of aorta] Hypoplasia of aorta Persistent: convolutions of aortic arch right aortic arch Excl.: hypoplasia of aorta in hypoplastic left heart syndrome (Q23.4),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.5,Atresia of pulmonary artery,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.6,Stenosis of pulmonary artery Incl.: Supravalvular pulmonary stenosis,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.7,"Other congenital malformations of pulmonary artery Incl.: Aberrant pulmonary artery Agenesis Aneurysm, congenital Anomaly Hypoplasia of pulmonary artery Pulmonary arteriovenous aneurysm",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.8,Other congenital malformations of great arteries,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q25.9,"Congenital malformation of great arteries, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26,Congenital malformations of great veins,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.0,Congenital stenosis of vena cava Incl.: Congenital stenosis of vena cava (inferior)(superior),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.1,Persistent left superior vena cava,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.2,Total anomalous pulmonary venous connection,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.3,Partial anomalous pulmonary venous connection,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.4,"Anomalous pulmonary venous connection, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.5,Anomalous portal venous connection,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.6,Portal vein-hepatic artery fistula,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.8,Other congenital malformations of great veins Incl.: Absence of vena cava (inferior)(superior) Azygos continuation of inferior vena cava Persistent left posterior cardinal vein Scimitar syndrome,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q26.9,"Congenital malformation of great vein, unspecified Incl.: Anomaly of vena cava (inferior)(superior) NOS",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27,Other congenital malformations of peripheral vascular system Excl.: anomalies of: cerebral and precerebral vessels (Q28.0-Q28.3) coronary vessels (Q24.5) pulmonary artery (Q25.5-Q25.7) congenital retinal aneurysm (Q14.1) haemangioma and lymphangioma (D18.-),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.0,Congenital absence and hypoplasia of umbilical artery Incl.: Single umbilical artery,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.1,Congenital renal artery stenosis,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.2,Other congenital malformations of renal artery Incl.: Congenital malformation of renal artery NOS Multiple renal arteries,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.3,Peripheral arteriovenous malformation Incl.: Arteriovenous aneurysm Excl.: acquired arteriovenous aneurysm (I77.0),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.4,Congenital phlebectasia,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.8,"Other specified congenital malformations of peripheral vascular system Incl.: Aberrant subclavian artery Absence Atresia of artery or vein NEC Congenital: aneurysm (peripheral) stricture, artery varix",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q27.9,"Congenital malformation of peripheral vascular system, unspecified Incl.: Anomaly of artery or vein NOS",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28,Other congenital malformations of circulatory system Excl.: congenital aneurysm: NOS (Q27.8) coronary (Q24.5) peripheral (Q27.8) pulmonary (Q25.7) retinal (Q14.1) ruptured: cerebral arteriovenous malformation (I60.8) malformation of precerebral vessels (I72.-),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.0,Arteriovenous malformation of precerebral vessels Incl.: Congenital arteriovenous precerebral aneurysm (nonruptured),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.1,Other malformations of precerebral vessels Incl.: Congenital: malformation of precerebral vessels NOS precerebral aneurysm (nonruptured),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.2,Arteriovenous malformation of cerebral vessels Incl.: Arteriovenous malformation of brain NOS Congenital arteriovenous cerebral aneurysm (nonruptured),https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.3,Other malformations of cerebral vessels Incl.: Congenital: cerebral aneurysm (nonruptured) malformation of cerebral vessels NOS,https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.8,"Other specified congenital malformations of circulatory system Incl.: Congenital aneurysm, specified site NEC",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q28.9,"Congenital malformation of circulatory system, unspecified",https://icd.who.int/browse10/2019/en#/Q20-Q28
Q30-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/Q30-Q34
Q30,Congenital malformations of nose Excl.: congenital deviation of nasal septum (Q67.4),https://icd.who.int/browse10/2019/en#/Q30-Q34
