Code,Description,Source URL
F91.3,"Oppositional defiant disorder Definition Conduct disorder, usually occurring in younger children, primarily characterized by markedly defiant, disobedient, disruptive behaviour that does not include delinquent acts or the more extreme forms of aggressive or dissocial behaviour. The disorder requires that the overall criteria for F91.- be met; even severely mischievous or naughty behaviour is not in itself sufficient for diagnosis. Caution should be employed before using this category, especially with older children, because clinically significant conduct disorder will usually be accompanied by dissocial or aggressive behaviour that goes beyond mere defiance, disobedience, or disruptiveness.",https://icd.who.int/browse10/2019/en#/F90-F98
F91.8,Other conduct disorders,https://icd.who.int/browse10/2019/en#/F90-F98
F91.9,"Conduct disorder, unspecified Incl.: Childhood: behavioural disorder NOS conduct disorder NOS",https://icd.who.int/browse10/2019/en#/F90-F98
F92,"Mixed disorders of conduct and emotions Definition A group of disorders characterized by the combination of persistently aggressive, dissocial or defiant behaviour with overt and marked symptoms of depression, anxiety or other emotional upsets. The criteria for both conduct disorders of childhood (F9l.-) and emotional disorders of childhood (F93.-) or an adult-type neurotic diagnosis (F40-F48) or a mood disorder (F30-F39) must be met.",https://icd.who.int/browse10/2019/en#/F90-F98
F92.0,"Depressive conduct disorder Definition This category requires the combination of conduct disorder (F91.-) with persistent and marked depression of mood (F32.-), as demonstrated by symptoms such as excessive misery, loss of interest and pleasure in usual activities, self-blame, and hopelessness; disturbances of sleep or appetite may also be present. Incl.: Conduct disorder in F91.- associated with depressive disorder in F32.-",https://icd.who.int/browse10/2019/en#/F90-F98
F92.8,"Other mixed disorders of conduct and emotions Definition This category requires the combination of conduct disorder (F91.-) with persistent and marked emotional symptoms such as anxiety, obsessions or compulsions, depersonalization or derealization, phobias, or hypochondriasis. Incl.: Conduct disorder in F91.- associated with: emotional disorder in F93.- neurotic disorder in F40-F48",https://icd.who.int/browse10/2019/en#/F90-F98
F92.9,"Mixed disorder of conduct and emotions, unspecified",https://icd.who.int/browse10/2019/en#/F90-F98
F93,"Emotional disorders with onset specific to childhood Definition Mainly exaggerations of normal developmental trends rather than phenomena that are qualitatively abnormal in themselves. Developmental appropriateness is used as the key diagnostic feature in defining the difference between these emotional disorders, with onset specific to childhood, and the neurotic disorders (F40-F48). Excl.: when associated with conduct disorder (F92.-)",https://icd.who.int/browse10/2019/en#/F90-F98
F93.0,"Separation anxiety disorder of childhood Definition Should be diagnosed when fear of separation constitutes the focus of the anxiety and when such anxiety first arose during the early years of childhood. It is differentiated from normal separation anxiety when it is of a degree (severity) that is statistically unusual (including an abnormal persistence beyond the usual age period), and when it is associated with significant problems in social functioning. Excl.: mood [affective] disorders (F30-F39) neurotic disorders (F40-F48) phobic anxiety disorder of childhood (F93.1) social anxiety disorder of childhood (F93.2)",https://icd.who.int/browse10/2019/en#/F90-F98
F93.1,"Phobic anxiety disorder of childhood Definition Fears in childhood that show a marked developmental phase specificity and arise (to some extent) in a majority of children, but that are abnormal in degree. Other fears that arise in childhood but that are not a normal part of psychosocial development (for example agoraphobia) should be coded under the appropriate category in section F40-F48. Excl.: generalized anxiety disorder (F41.1)",https://icd.who.int/browse10/2019/en#/F90-F98
F93.2,"Social anxiety disorder of childhood Definition In this disorder there is a wariness of strangers and social apprehension or anxiety when encountering new, strange, or socially threatening situations. This category should be used only where such fears arise during the early years, and are both unusual in degree and accompanied by problems in social functioning. Incl.: Avoidant disorder of childhood or adolescence",https://icd.who.int/browse10/2019/en#/F90-F98
F93.3,Sibling rivalry disorder Definition Some degree of emotional disturbance usually following the birth of an immediately younger sibling is shown by a majority of young children. A sibling rivalry disorder should be diagnosed only if the degree or persistence of the disturbance is both statistically unusual and associated with abnormalities of social interaction. Incl.: Sibling jealousy,https://icd.who.int/browse10/2019/en#/F90-F98
F93.8,Other childhood emotional disorders Incl.: Identity disorder Overanxious disorder Excl.: gender identity disorder of childhood (F64.2),https://icd.who.int/browse10/2019/en#/F90-F98
F93.9,"Childhood emotional disorder, unspecified",https://icd.who.int/browse10/2019/en#/F90-F98
F94,"Disorders of social functioning with onset specific to childhood and adolescence Definition A somewhat heterogeneous group of disorders that have in common abnormalities in social functioning which begin during the developmental period, but which (unlike the pervasive developmental disorders) are not primarily characterized by an apparently constitutional social incapacity or deficit that pervades all areas of functioning. In many instances, serious environmental distortions or privations probably play a crucial role in etiology.",https://icd.who.int/browse10/2019/en#/F90-F98
F94.0,"Elective mutism Definition Characterized by a marked, emotionally determined selectivity in speaking, such that the child demonstrates a language competence in some situations but fails to speak in other (definable) situations. The disorder is usually associated with marked personality features involving social anxiety, withdrawal, sensitivity, or resistance. Incl.: Selective mutism Excl.: pervasive developmental disorders (F84.-) schizophrenia (F20.-) specific developmental disorders of speech and language (F80.-) transient mutism as part of separation anxiety in young children (F93.0)",https://icd.who.int/browse10/2019/en#/F90-F98
F94.1,"Reactive attachment disorder of childhood Definition Starts in the first five years of life and is characterized by persistent abnormalities in the child's pattern of social relationships that are associated with emotional disturbance and are reactive to changes in environmental circumstances (e.g. fearfulness and hypervigilance, poor social interaction with peers, aggression towards self and others, misery, and growth failure in some cases). The syndrome probably occurs as a direct result of severe parental neglect, abuse, or serious mishandling. Coding-Hint Use additional code, if desired, to identify any associated failure to thrive or growth retardation. Excl.: Asperger syndrome (F84.5) disinhibited attachment disorder of childhood (F94.2) maltreatment syndromes (T74.-) normal variation in pattern of selective attachment sexual or physical abuse in childhood, resulting in psychosocial problems (Z61.4-Z61.6)",https://icd.who.int/browse10/2019/en#/F90-F98
F94.2,"Disinhibited attachment disorder of childhood Definition A particular pattern of abnormal social functioning that arises during the first five years of life and that tends to persist despite marked changes in environmental circumstances, e.g. diffuse, nonselectively focused attachment behaviour, attention-seeking and indiscriminately friendly behaviour, poorly modulated peer interactions; depending on circumstances there may also be associated emotional or behavioural disturbance. Incl.: Affectionless psychopathy Institutional syndrome Excl.: Asperger syndrome (F84.5) hospitalism in children (F43.2) hyperkinetic disorders (F90.-) reactive attachment disorder of childhood (F94.1)",https://icd.who.int/browse10/2019/en#/F90-F98
F94.8,Other childhood disorders of social functioning,https://icd.who.int/browse10/2019/en#/F90-F98
F94.9,"Childhood disorder of social functioning, unspecified",https://icd.who.int/browse10/2019/en#/F90-F98
F95,"Tic disorders Definition Syndromes in which the predominant manifestation is some form of tic. A tic is an involuntary, rapid, recurrent, nonrhythmic motor movement (usually involving circumscribed muscle groups) or vocal production that is of sudden onset and that serves no apparent purpose. Tics tend to be experienced as irresistible but usually they can be suppressed for varying periods of time, are exacerbated by stress, and disappear during sleep. Common simple motor tics include only eye-blinking, neck-jerking, shoulder- shrugging, and facial grimacing. Common simple vocal tics include throat-clearing, barking, sniffing, and hissing. Common complex tics include hitting oneself, jumping, and hopping. Common complex vocal tics include the repetition of particular words, and sometimes the use of socially unacceptable (often obscene) words (coprolalia), and the repetition of one's own sounds or words (palilalia).",https://icd.who.int/browse10/2019/en#/F90-F98
F95.0,"Transient tic disorder Definition Meets the general criteria for a tic disorder but the tics do not persist longer than 12 months. The tics usually take the form of eye-blinking, facial grimacing, or head-jerking.",https://icd.who.int/browse10/2019/en#/F90-F98
F95.1,"Chronic motor or vocal tic disorder Definition Meets the general criteria for a tic disorder, in which there are motor or vocal tics (but not both), that may be either single or multiple (but usually multiple), and last for more than a year.",https://icd.who.int/browse10/2019/en#/F90-F98
F95.2,"Combined vocal and multiple motor tic disorder [de la Tourette] Definition A form of tic disorder in which there are, or have been, multiple motor tics and one or more vocal tics, although these need not have occurred concurrently. The disorder usually worsens during adolescence and tends to persist into adult life. The vocal tics are often multiple with explosive repetitive vocalizations, throat-clearing, and grunting, and there may be the use of obscene words or phrases. Sometimes there is associated gestural echopraxia which may also be of an obscene nature (copropraxia).",https://icd.who.int/browse10/2019/en#/F90-F98
F95.8,Other tic disorders,https://icd.who.int/browse10/2019/en#/F90-F98
F95.9,"Tic disorder, unspecified Incl.: Tic NOS",https://icd.who.int/browse10/2019/en#/F90-F98
F98,"Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence Definition A heterogeneous group of disorders that share the characteristic of an onset in childhood but otherwise differ in many respects. Some of the conditions represent well-defined syndromes but others are no more than symptom complexes that need inclusion because of their frequency and association with psychosocial problems, and because they cannot be incorporated into other syndromes. Excl.: breath-holding spells (R06.8) gender identity disorder of childhood (F64.2) Kleine-Levin syndrome (G47.8) obsessive-compulsive disorder (F42.-) sleep disorders due to emotional causes (F51.-)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.0,"Nonorganic enuresis Definition A disorder characterized by involuntary voiding of urine, by day and by night, which is abnormal in relation to the individual's mental age, and which is not a consequence of a lack of bladder control due to any neurological disorder, to epileptic attacks, or to any structural abnormality of the urinary tract. The enuresis may have been present from birth or it may have arisen following a period of acquired bladder control. The enuresis may or may not be associated with a more widespread emotional or behavioural disorder. Incl.: Enuresis (primary)(secondary) of nonorganic origin Functional enuresis Psychogenic enuresis Urinary incontinence of nonorganic origin Excl.: enuresis NOS (R32)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.1,"Nonorganic encopresis Definition Repeated, voluntary or involuntary passage of faeces, usually of normal or near-normal consistency, in places not appropriate for that purpose in the individual's own sociocultural setting. The condition may represent an abnormal continuation of normal infantile incontinence, it may involve a loss of continence following the acquisition of bowel control, or it may involve the deliberate deposition of faeces in inappropriate places in spite of normal physiological bowel control. The condition may occur as a monosymptomatic disorder, or it may form part of a wider disorder, especially an emotional disorder (F93.-) or a conduct disorder (F91.-). Incl.: Functional encopresis Incontinence of faeces of nonorganic origin Psychogenic encopresis Coding-Hint Use additional code, if desired, to identify the cause of any coexisting constipation. Excl.: encopresis NOS (R15)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.2,"Feeding disorder of infancy and childhood Definition A feeding disorder of varying manifestations usually specific to infancy and early childhood. It generally involves food refusal and extreme faddiness in the presence of an adequate food supply, a reasonably competent caregiver, and the absence of organic disease. There may or may not be associated rumination (repeated regurgitation without nausea or gastrointestinal illness). Incl.: Rumination disorder of infancy Excl.: anorexia nervosa and other eating disorders (F50.-) feeding: difficulties and mismanagement (R63.3) problems of newborn (P92.-) pica of infancy or childhood (F98.3)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.3,"Pica of infancy and childhood Definition Persistent eating of non-nutritive substances (such as soil, paint chippings, etc.). It may occur as one of many symptoms that are part of a more widespread psychiatric disorder (such as autism), or as a relatively isolated psychopathological behaviour; only the latter is classified here. The phenomenon is most common in mentally retarded children and, if mental retardation is also present, F70-F79 should be selected as the main diagnosis.",https://icd.who.int/browse10/2019/en#/F90-F98
F98.4,"Stereotyped movement disorders Definition Voluntary, repetitive, stereotyped, nonfunctional (and often rhythmic) movements that do not form part of any recognized psychiatric or neurological condition. When such movements occur as symptoms of some other disorder, only the overall disorder should be recorded. The movements that are of a non self-injurious variety include: body-rocking, head-rocking, hair-plucking, hair-twisting, finger-flicking mannerisms, and hand-flapping. Stereotyped self-injurious behaviour includes repetitive head-banging, face-slapping, eye-poking, and biting of hands, lips or other body parts. All the stereotyped movement disorders occur most frequently in association with mental retardation (when this is the case, both should be recorded). If eye-poking occurs in a child with visual impairment, both should be coded: eye-poking under this category and the visual condition under the appropriate somatic disorder code. Incl.: Stereotype/habit disorder Excl.: abnormal involuntary movements (R25.-) movement disorders of organic origin (G20-G25) nail-biting (F98.8) nose-picking (F98.8) stereotypies that are part of a broader psychiatric condition (F00-F95) thumb-sucking (F98.8) tic disorders (F95.-) trichotillomania (F63.3)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.5,"Stuttering [stammering] Definition Speech that is characterized by frequent repetition or prolongation of sounds or syllables or words, or by frequent hesitations or pauses that disrupt the rhythmic flow of speech. It should be classified as a disorder only if its severity is such as to markedly disturb the fluency of speech. Excl.: cluttering (F98.6) tic disorders (F95.-)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.6,"Cluttering Definition A rapid rate of speech with breakdown in fluency, but no repetitions or hesitations, of a severity to give rise to diminished speech intelligibility. Speech is erratic and dysrhythmic, with rapid jerky spurts that usually involve faulty phrasing patterns. Excl.: stuttering (F98.5) tic disorders (F95.-)",https://icd.who.int/browse10/2019/en#/F90-F98
F98.8,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence Incl.: Attention deficit disorder without hyperactivity Excessive masturbation Nail-biting Nose-picking Thumb-sucking,https://icd.who.int/browse10/2019/en#/F90-F98
F98.9,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,https://icd.who.int/browse10/2019/en#/F90-F98
F99-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/F99-F99
F99,"Mental disorder, not otherwise specified Incl.: Mental illness NOS Excl.: organic mental disorder NOS (F06.9)",https://icd.who.int/browse10/2019/en#/F99-F99
G00-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/G00-G09
G00,"Bacterial meningitis, not elsewhere classified Incl.: arachnoiditis leptomeningitis meningitis pachymeningitis bacterial Excl.: bacterial: meningoencephalitis (G04.2) meningomyelitis (G04.2)",https://icd.who.int/browse10/2019/en#/G00-G09
G00.0,Haemophilus meningitis Incl.: Meningitis due to Haemophilus influenzae,https://icd.who.int/browse10/2019/en#/G00-G09
G00.1,Pneumococcal meningitis,https://icd.who.int/browse10/2019/en#/G00-G09
G00.2,Streptococcal meningitis,https://icd.who.int/browse10/2019/en#/G00-G09
G00.3,Staphylococcal meningitis,https://icd.who.int/browse10/2019/en#/G00-G09
G00.8,Other bacterial meningitis Incl.: Meningitis due to: Escherichia coli Friedländer bacillus Klebsiella,https://icd.who.int/browse10/2019/en#/G00-G09
G00.9,"Bacterial meningitis, unspecified Incl.: Meningitis: purulent NOS pyogenic NOS suppurative NOS",https://icd.who.int/browse10/2019/en#/G00-G09
G03,Meningitis due to other and unspecified causes Incl.: arachnoiditis leptomeningitis meningitis pachymeningitis due to other and unspecified causes Excl.: meningoencephalitis (G04.-) meningomyelitis (G04.-),https://icd.who.int/browse10/2019/en#/G00-G09
G03.0,Nonpyogenic meningitis Incl.: Nonbacterial meningitis,https://icd.who.int/browse10/2019/en#/G00-G09
G03.1,Chronic meningitis,https://icd.who.int/browse10/2019/en#/G00-G09
G03.2,Benign recurrent meningitis [Mollaret],https://icd.who.int/browse10/2019/en#/G00-G09
G03.8,Meningitis due to other specified causes,https://icd.who.int/browse10/2019/en#/G00-G09
G03.9,"Meningitis, unspecified Incl.: Arachnoiditis (spinal) NOS",https://icd.who.int/browse10/2019/en#/G00-G09
G04,"Encephalitis, myelitis and encephalomyelitis Incl.: acute ascending myelitis meningoencephalitis meningomyelitis Excl.: encephalopathy: NOS (G93.4) alcoholic (G31.2) toxic (G92) multiple sclerosis (G35) myalgic encephalomyelitis (G93.3) myelitis: acute transverse (G37.3) subacute necrotizing (G37.4)",https://icd.who.int/browse10/2019/en#/G00-G09
G04.0,"Acute disseminated encephalitis Incl.: Encephalitis Encephalomyelitis postimmunization Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify vaccine.",https://icd.who.int/browse10/2019/en#/G00-G09
G04.1,Human T-cell lymphotropic virus associated myelopathy Incl.: Tropical spastic paraplegia,https://icd.who.int/browse10/2019/en#/G00-G09
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",https://icd.who.int/browse10/2019/en#/G00-G09
G04.8,"Other encephalitis, myelitis and encephalomyelitis Incl.: Postinfectious encephalitis and encephalomyelitis NOS Coding-Hint Use additional code, if desired, to identify any associated epileptic seizures (G40.-).",https://icd.who.int/browse10/2019/en#/G00-G09
G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified Incl.: Ventriculitis (cerebral) NOS",https://icd.who.int/browse10/2019/en#/G00-G09
G06,"Intracranial and intraspinal abscess and granuloma Coding-Hint Use additional code (B95-B98), if desired, to identify infectious agent.",https://icd.who.int/browse10/2019/en#/G00-G09
G06.0,Intracranial abscess and granuloma Incl.: Abscess (embolic)(of): brain [any part] cerebellar cerebral otogenic Intracranial abscess or granuloma: epidural extradural subdural,https://icd.who.int/browse10/2019/en#/G00-G09
G06.1,Intraspinal abscess and granuloma Incl.: Abscess (embolic) of spinal cord [any part] Intraspinal abscess or granuloma: epidural extradural subdural,https://icd.who.int/browse10/2019/en#/G00-G09
G06.2,"Extradural and subdural abscess, unspecified",https://icd.who.int/browse10/2019/en#/G00-G09
G08,"Intracranial and intraspinal phlebitis and thrombophlebitis Incl.: Septic: embolism endophlebitis phlebitis thrombophlebitis thrombosis of intracranial or intraspinal venous sinuses and veins Excl.: intracranial phlebitis and thrombophlebitis: complicating: abortion or ectopic or molar pregnancy (O00-O07, O08.7) pregnancy, childbirth and the puerperium (O22.5, O87.3) of nonpyogenic origin (I67.6) nonpyogenic intraspinal phlebitis and thrombophlebitis (G95.1)",https://icd.who.int/browse10/2019/en#/G00-G09
G09,"Sequelae of inflammatory diseases of central nervous system Note: Category G09 is to be used to indicate conditions whose primary classification is to G00-G08 (i.e. excluding those marked with an asterisk (*)) as the cause of sequelae, themselves classifiable elsewhere. The ""sequelae"" include conditions specified as such or as late effects, or those present one year or more after onset of the causal condition. For use of this category reference should be made to the relevant morbidity and mortality coding rules and guidelines in Volume 2. Not to be used for chronic inflammatory diseases of the central nervous system. Code these to current inflammatory diseases of the central nervous system.",https://icd.who.int/browse10/2019/en#/G00-G09
G10-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/G10-G14
G10,Huntington disease Incl.: Huntington chorea,https://icd.who.int/browse10/2019/en#/G10-G14
G11,Hereditary ataxia Excl.: cerebral palsy (G80.-) hereditary and idiopathic neuropathy (G60.-) metabolic disorders (E70-E90),https://icd.who.int/browse10/2019/en#/G10-G14
G11.0,Congenital nonprogressive ataxia,https://icd.who.int/browse10/2019/en#/G10-G14
G11.1,Early-onset cerebellar ataxia Note: Onset usually before the age of 20 Incl.: Early-onset cerebellar ataxia with: essential tremor myoclonus [Hunt ataxia] retained tendon reflexes Friedreich ataxia (autosomal recessive) X-linked recessive spinocerebellar ataxia,https://icd.who.int/browse10/2019/en#/G10-G14
G11.2,Late-onset cerebellar ataxia Note: Onset usually after the age of 20,https://icd.who.int/browse10/2019/en#/G10-G14
G11.3,Cerebellar ataxia with defective DNA repair Incl.: Ataxia telangiectasia [Louis-Bar] Excl.: Cockayne syndrome (Q87.1) xeroderma pigmentosum (Q82.1),https://icd.who.int/browse10/2019/en#/G10-G14
G11.4,Hereditary spastic paraplegia,https://icd.who.int/browse10/2019/en#/G10-G14
G11.8,Other hereditary ataxias,https://icd.who.int/browse10/2019/en#/G10-G14
G11.9,"Hereditary ataxia, unspecified Incl.: Hereditary cerebellar: ataxia NOS degeneration disease syndrome",https://icd.who.int/browse10/2019/en#/G10-G14
G12,Spinal muscular atrophy and related syndromes,https://icd.who.int/browse10/2019/en#/G10-G14
G12.0,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",https://icd.who.int/browse10/2019/en#/G10-G14
G12.1,"Other inherited spinal muscular atrophy Incl.: Progressive bulbar palsy of childhood [Fazio-Londe] Spinal muscular atrophy: adult form childhood form, type II distal juvenile form, type III [Kugelberg-Welander] scapuloperoneal form",https://icd.who.int/browse10/2019/en#/G10-G14
G12.2,Motor neuron disease Incl.: Familial motor neuron disease Kennedy disease Lateral sclerosis: amyotrophic primary Progressive: bulbar palsy spinal muscular atrophy,https://icd.who.int/browse10/2019/en#/G10-G14
G12.8,Other spinal muscular atrophies and related syndromes,https://icd.who.int/browse10/2019/en#/G10-G14
G12.9,"Spinal muscular atrophy, unspecified",https://icd.who.int/browse10/2019/en#/G10-G14
G14,Postpolio syndrome Incl.: Postpolio myelitic syndrome Excl.: sequelae of poliomyelitis (B91),https://icd.who.int/browse10/2019/en#/G10-G14
G20-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/G20-G26
G20,Parkinson disease Incl.: Hemiparkinsonism Paralysis agitans Parkinsonism or Parkinson disease: NOS idiopathic primary,https://icd.who.int/browse10/2019/en#/G20-G26
G21,Secondary parkinsonism,https://icd.who.int/browse10/2019/en#/G20-G26
G21.0,"Malignant neuroleptic syndrome Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug.",https://icd.who.int/browse10/2019/en#/G20-G26
G21.1,"Other drug-induced secondary parkinsonism Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug.",https://icd.who.int/browse10/2019/en#/G20-G26
G21.2,"Secondary parkinsonism due to other external agents Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify external agent.",https://icd.who.int/browse10/2019/en#/G20-G26
G21.3,Postencephalitic parkinsonism,https://icd.who.int/browse10/2019/en#/G20-G26
G21.4,Vascular parkinsonism,https://icd.who.int/browse10/2019/en#/G20-G26
G21.8,Other secondary parkinsonism,https://icd.who.int/browse10/2019/en#/G20-G26
G21.9,"Secondary parkinsonism, unspecified",https://icd.who.int/browse10/2019/en#/G20-G26
G23,Other degenerative diseases of basal ganglia,https://icd.who.int/browse10/2019/en#/G20-G26
G23.0,Hallervorden-Spatz disease Incl.: Pigmentary pallidal degeneration,https://icd.who.int/browse10/2019/en#/G20-G26
G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski] Incl.: Progressive supranuclear palsy,https://icd.who.int/browse10/2019/en#/G20-G26
G23.2,"Multiple system atrophy, parkinsonian type [MSA-P]",https://icd.who.int/browse10/2019/en#/G20-G26
G23.3,"Multiple system atrophy, cerebellar type [MSA-C]",https://icd.who.int/browse10/2019/en#/G20-G26
G23.8,Other specified degenerative diseases of basal ganglia Incl.: Calcification of basal ganglia Neurogenic orthostatic hypotension [Shy-Drager] Excl.: orthostatic hypotension NOS (I95.1),https://icd.who.int/browse10/2019/en#/G20-G26
G23.9,"Degenerative disease of basal ganglia, unspecified",https://icd.who.int/browse10/2019/en#/G20-G26
G24,Dystonia Incl.: dyskinesia Excl.: athetoid cerebral palsy (G80.3),https://icd.who.int/browse10/2019/en#/G20-G26
G24.0,"Drug-induced dystonia Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug.",https://icd.who.int/browse10/2019/en#/G20-G26
G24.1,Idiopathic familial dystonia Incl.: Idiopathic dystonia NOS,https://icd.who.int/browse10/2019/en#/G20-G26
G24.2,Idiopathic nonfamilial dystonia,https://icd.who.int/browse10/2019/en#/G20-G26
G24.3,Spasmodic torticollis Excl.: torticollis NOS (M43.6),https://icd.who.int/browse10/2019/en#/G20-G26
G24.4,Idiopathic orofacial dystonia Incl.: Orofacial dyskinesia,https://icd.who.int/browse10/2019/en#/G20-G26
G24.5,Blepharospasm,https://icd.who.int/browse10/2019/en#/G20-G26
G24.8,Other dystonia,https://icd.who.int/browse10/2019/en#/G20-G26
G24.9,"Dystonia, unspecified Incl.: Dyskinesia NOS",https://icd.who.int/browse10/2019/en#/G20-G26
G25,Other extrapyramidal and movement disorders,https://icd.who.int/browse10/2019/en#/G20-G26
G25.0,Essential tremor Incl.: Familial tremor Excl.: tremor NOS (R25.1),https://icd.who.int/browse10/2019/en#/G20-G26
G25.1,"Drug-induced tremor Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug.",https://icd.who.int/browse10/2019/en#/G20-G26
G25.2,Other specified forms of tremor Incl.: Intention tremor,https://icd.who.int/browse10/2019/en#/G20-G26
G25.3,"Myoclonus Incl.: Drug-induced myoclonus Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced. Excl.: facial myokymia (G51.4) myoclonic epilepsy (G40.-)",https://icd.who.int/browse10/2019/en#/G20-G26
G25.4,"Drug-induced chorea Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug.",https://icd.who.int/browse10/2019/en#/G20-G26
G25.5,Other chorea Incl.: Chorea NOS Excl.: chorea NOS with heart involvement (I02.0) Huntington chorea (G10) rheumatic chorea (I02.-) Sydenham chorea (I02.-),https://icd.who.int/browse10/2019/en#/G20-G26
G25.6,"Drug-induced tics and other tics of organic origin Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced. Excl.: de la Tourette syndrome (F95.2) tic NOS (F95.9)",https://icd.who.int/browse10/2019/en#/G20-G26
G25.8,"Other specified extrapyramidal and movement disorders Incl.: Akathisia (drug-induced) (treatment-induced) Restless legs syndrome Stiff-person[man] syndrome Coding-Hint Use additional external cause code (Chapter XX), if desired, to identify drug, if drug-induced",https://icd.who.int/browse10/2019/en#/G20-G26
G25.9,"Extrapyramidal and movement disorder, unspecified",https://icd.who.int/browse10/2019/en#/G20-G26
G30-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/G30-G32
G30,Alzheimer disease Incl.: senile and presenile forms Excl.: senile: degeneration of brain NEC (G31.1) dementia NOS (F03) senility NOS (R54),https://icd.who.int/browse10/2019/en#/G30-G32
G30.0,Alzheimer disease with early onset Note: Onset usually before the age of 65,https://icd.who.int/browse10/2019/en#/G30-G32
G30.1,Alzheimer disease with late onset Note: Onset usually after the age of 65,https://icd.who.int/browse10/2019/en#/G30-G32
G30.8,Other Alzheimer disease,https://icd.who.int/browse10/2019/en#/G30-G32
G30.9,"Alzheimer disease, unspecified",https://icd.who.int/browse10/2019/en#/G30-G32
G31,"Other degenerative diseases of nervous system, not elsewhere classified Excl.: Reye syndrome (G93.7)",https://icd.who.int/browse10/2019/en#/G30-G32
G31.0,Circumscribed brain atrophy Incl.: Frontotemporal dementia (FTD) Pick disease Progressive isolated aphasia,https://icd.who.int/browse10/2019/en#/G30-G32
G31.1,"Senile degeneration of brain, not elsewhere classified Excl.: Alzheimer disease (G30.-) senility NOS (R54)",https://icd.who.int/browse10/2019/en#/G30-G32
G31.2,Degeneration of nervous system due to alcohol Incl.: Alcoholic: cerebellar: ataxia degeneration cerebral degeneration encephalopathy Dysfunction of autonomic nervous system due to alcohol,https://icd.who.int/browse10/2019/en#/G30-G32
G31.8,Other specified degenerative diseases of nervous system Incl.: Grey-matter degeneration [Alpers] Lewy body(ies)(dementia)(disease) (F02.8*) Subacute necrotizing encephalopathy [Leigh],https://icd.who.int/browse10/2019/en#/G30-G32
G31.9,"Degenerative disease of nervous system, unspecified",https://icd.who.int/browse10/2019/en#/G30-G32
G35-,ICD-10 Version:2016 - English,https://icd.who.int/browse10/2019/en#/G35-G37
G35,Multiple sclerosis Incl.: Multiple sclerosis (of): NOS brain stem cord disseminated generalized,https://icd.who.int/browse10/2019/en#/G35-G37
G36,Other acute disseminated demyelination Excl.: postinfectious encephalitis and encephalomyelitis NOS (G04.8),https://icd.who.int/browse10/2019/en#/G35-G37
G36.0,Neuromyelitis optica [Devic] Incl.: Demyelination in optic neuritis Excl.: optic neuritis NOS (H46),https://icd.who.int/browse10/2019/en#/G35-G37
G36.1,Acute and subacute haemorrhagic leukoencephalitis [Hurst],https://icd.who.int/browse10/2019/en#/G35-G37
G36.8,Other specified acute disseminated demyelination,https://icd.who.int/browse10/2019/en#/G35-G37
G36.9,"Acute disseminated demyelination, unspecified",https://icd.who.int/browse10/2019/en#/G35-G37
G37,Other demyelinating diseases of central nervous system,https://icd.who.int/browse10/2019/en#/G35-G37
G37.0,Diffuse sclerosis Incl.: Periaxial encephalitis Schilder disease Excl.: adrenoleukodystrophy [Addison-Schilder] (E71.3),https://icd.who.int/browse10/2019/en#/G35-G37
G37.1,Central demyelination of corpus callosum,https://icd.who.int/browse10/2019/en#/G35-G37
G37.2,Central pontine myelinolysis,https://icd.who.int/browse10/2019/en#/G35-G37
G37.3,Acute transverse myelitis in demyelinating disease of central nervous system Incl.: Acute transverse myelitis NOS Excl.: multiple sclerosis (G35) neuromyelitis optica [Devic] (G36.0),https://icd.who.int/browse10/2019/en#/G35-G37
G37.4,Subacute necrotizing myelitis,https://icd.who.int/browse10/2019/en#/G35-G37
G37.5,Concentric sclerosis [Baló],https://icd.who.int/browse10/2019/en#/G35-G37
